the: 这/那
sequence: 序列
generate: 产生
widely: 广泛地
anymore: 再也不
assumption: 假定
curriculum: 课程
thinking: 思考
darlington: 达林顿
escape: 逃亡
trend: 趋势
comfortable: 舒服的
investor: 投资者
angry: 生气的
crew: 全体人员
gate: 门
investigate: 调查
tom: 雄性动物
hearing: 听
cat: 猫
liverpool: 利物浦
muscle: 肌肉
gallery: 走廊
notion: 概念
capture: 抓取
closely: 接近地
chest: 胸
ministry: 部
japanese: 日本人
jesus: 耶稣
emphasis: 强调
truly: 真实地
increasing: 递增
neither: 皆不
thick: 厚的
afford: 买得起
beauty: 美
prospect: 景色
emergency: 紧急状况
narrow: 狭窄部分
inform: 通知
unique: 独一无二的
advise: 劝告
ethnic: 人种的
priority: 优先权
opening: 开始
stress: 压力
combination: 组合
rely: 信赖
root: 根
nose: 鼻子
fifteen: 十五
liberal: 自由主义者
appreciate: 赏识
succeed: 成功
setting: 环境
upper: 上面的
interpretation: 解释
sick: 病人
outcome: 结果
tooth: 牙齿
ad: 广告
defend: 防护
prepared: 准备好的
alternative: 两者择一
busy: 忙碌的
wing: 翅膀
martin: 马丁
catholic: 天主教徒
lane: 小路
flow: 流程
mix: 混合物
crown: 王冠
coal: 煤
approve: 赞同
bloody: 血腥的
zone: 地带
variation: 变更
wake: 叫醒
airport: 飞机场
castle: 城堡
ourselves: 我们自己
motion: 移动
brown: 褐色
apparent: 清晰可见的
membership: 会员的资格
shirt: 衬衫
pilot: 飞行员
ian: 伊恩
corp: 公司
ultimately: 最后
suggestion: 提议
persuade: 劝
careful: 小心的
cope: 竞争
attractive: 吸引人的
snow: 雪
english: 英语
passage: 通道
politician: 政客
steal: 剽窃
incident: 事件
pursue: 追赶
slip: 滑
percentage: 百分比
meat: 肉
funny: 好笑的
winner: 胜利者
soil: 土壤
aids: 爱滋病
index: 索引
surgery: 外科
elect: 当选人
jew: 犹太人
jewish: 犹太人的
valley: 山谷
alan: 艾伦
blame: 过失
derive: 得自
estimate: 估计
basketball: 篮球
criterion: 标准
usa: 美国
aye: 赞成票
golf: 高尔夫球
square: 正方形
crazy: 发狂的
vital: 生命的
recover: 重新获得
significantly: 值得注目地
chain: 链
effectively: 有效地
specialist: 专门医师
italy: 意大利
characteristic: 特性
governor: 州长
lake: 湖
tone: 音调
engineering: 工程学
kick: 踢
ancient: 古代的
pub: 酒馆
rating: 等级
golden: 金的
request: 请求
foundation: 基础
gender: 性
solve: 解决
deputy: 副手
landscape: 风景
representation: 表示法
bowl: 碗
rare: 稀罕的
frame: 框
australia: 澳洲
forth: 往前
typical: 典型的
except: 除
elderly: 过了中年的
eliminate: 除去
manchester: 曼彻斯特
host: 主人
observation: 观察
ocean: 海洋
tony: 高贵的
creation: 创造
iii: 罗马数字3
producer: 生产者
impression: 印象
meanwhile: 其时
neighbour: 邻居
capable: 有能力的
regime: 政权
attach: 附上
fix: 使固定
grand: 庄重的
fashion: 流行
mirror: 镜子
wash: 洗
coast: 海岸
atmosphere: 大气
smart: 聪明的
mass: 块
revolution: 革命
complain: 抱怨
topic: 主题
tear: 泪滴
variable: 易变的事物
brief: 摘要
distinction: 区别
perception: 知觉
secret: 秘密
stephen: 斯蒂芬
mechanism: 机械
external: 外部
clause: 子句
marketing: 行销
championship: 冠军身份
tank: 槽
defendant: 被告
coverage: 覆盖的范围
iron: 铁
aside: 小声说的话
servant: 仆人
anywhere: 无论何处
roof: 屋顶
advance: 前进
bond: 捆绑物
milk: 奶
welfare: 福利
era: 时代
bind: 绑
fun: 乐趣
engineer: 工程师
beneath: 在...下方
expectation: 期待
drawing: 图画
accuse: 指责
motor: 马达
somewhat: 某物
origin: 起源
pour: 流出
grey: 灰色
stir: 骚动
beach: 海滩
judgment: 裁判
negotiation: 谈判
accompany: 陪伴
beer: 啤酒
establishment: 确立
hence: 因此
leeds: 利兹市
nineteen: 十九
liability: 责任
ibm: 美国国际商用机器公司
unfortunately: 恐怕
warning: 警告
hero: 英雄
minor: 未成年人
height: 高度
cloud: 云
constant: 常数
stretch: 伸展
pleased: 高兴的
ideal: 理想
expense: 费用
seed: 种子
surprised: 感到惊讶的
withdraw: 撤回
significance: 重要性
pepper: 胡椒粉
severe: 严格的
intervention: 插入
terrible: 可怕的
tip: 顶
india: 印度
cite: 引用
prisoner: 囚犯
vegetable: 蔬菜
dish: 盘子
palace: 宫
vast: 巨大的
champion: 冠军
everywhere: 各处
gray: 灰色
exclude: 除外
eighty: 八十
oppose: 反对
christ: 基督
contemporary: 同时代的人
convention: 大会
multiple: 倍数
ninety: 九十
afterwards: 然后
switch: 开关
criminal: 罪犯
core: 核心
ill: 疾病
rush: 匆促
knock: 敲
specifically: 特定地
justify: 替...辩护
tired: 疲累的
signal: 信号
rail: 横杆
parish: 教区
diet: 日常饮食
strongly: 强有力地
fewer: 较少的
rapidly: 飞快地
comparison: 比较
resolution: 解析
abortion: 流产
witness: 证人
apart: 成零碎
jones: 琼斯
mine: 矿
barely: 几乎不
china: 中国
emphasize: 强调
harry: 掠夺
plenty: 充分
achievement: 完成
wednesday: 星期三
mp: 国会议员
proud: 骄傲的
co: 钴
c: 调用
faculty: 才能
ooh: 哦！
gap: 缝隙
weak: 不牢固的
definitely: 明确无疑地
occupy: 占领
bomb: 炸弹
permanent: 永久的
enormous: 巨大的
originally: 本来
complaint: 诉苦
massive: 大而重的
amongst: 在...当中
shock: 震动
wheel: 轮子
decline: 衰退
invest: 投资
passenger: 乘客
odd: 奇数的
cable: 电缆
grass: 草
via: 经由
expose: 使暴露
column: 专栏
charity: 慈悲
cream: 乳酪
territory: 领土
independence: 独立
solid: 固体
crucial: 决定性的
typically: 代表性地
inner: 内部的
hat: 帽子
manufacturer: 制造业者
breakfast: 早餐
celebrate: 庆祝
spain: 西班牙
andrew: 安德鲁
fishing: 钓鱼
permit: 许可证
brian: 布莱恩
similarly: 相像地
corporation: 公司
chris: 克里斯
councillor: 地方议会成员
tenant: 承租人
inflation: 胀大
talent: 天才
fundamental: 基本原理
taste: 味道
jan: 一月
virtually: 事实上
cast: 演员阵容
sharp: 半升音调
perfectly: 完全地
unusual: 不寻常的
convince: 说服
quote: 引用
dominate: 支配
physician: 医师
exception: 例外
accommodation: 膳宿
addition: 加法
boundary: 边界
creative: 有创造力的
lower: 低的
yorkshire: 约克郡
licence: 执照
buyer: 买主
gay: 欢快的
abandon: 放弃
honor: 荣誉
construct: 构造
campus: 校园
supporter: 支持者
anne: 安妮
guilty: 犯罪的
formation: 形成
compete: 竞争
transaction: 交易
dispute: 争论
inquiry: 质询
immigrant: 移民
steve: 史蒂夫
kingdom: 王国
illegal: 违法的
un: 家伙
database: 数据库
hi: 喂
dec: 美国数字电子公司
ref: 裁判员
interaction: 交互作用
fault: 过错
personality: 个性
badly: 严重地
assistance: 协助
phrase: 惯用语
forever: 永远
quantity: 量
israeli: 以色列的
unknown: 不知道的
naturally: 自然地
lab: 实验室
proceed: 继续进行
wrap: 外套
preparation: 准备
tension: 紧张
interpret: 解释
depression: 不景气
incorporate: 合并的
spiritual: 精神上的
jim: 吉姆
musical: 音乐片
prayer: 祈祷
secondary: 中级的
journalist: 新闻记者
metre: 公尺
dismiss: 解散
suspect: 被怀疑者
scholar: 学者
simon: 西蒙
climate: 气候
russia: 俄国
cheese: 乳酪
joe: 乔
childhood: 孩童时期
proceeding: 进行
mike: 偷懒
cigarette: 香烟
moreover: 而且
bread: 面包
subsequent: 后来的
currency: 货币
graduate: 毕业生
parliamentary: 国会的
bbc: 英国广播公司
alright: 没问题的
emotion: 情绪
scream: 尖叫声
dramatic: 戏剧性的
universe: 宇宙
alter: 改变
deeply: 深刻地
rarely: 很少地
extension: 延长
prosecutor: 实行者
prize: 奖赏
lucky: 幸运的
drag: 拖
graham: 全麦的
airline: 航线
mill: 压榨机
possess: 持有
agenda: 议程
tower: 塔
bother: 烦扰
yours: 你的
arrest: 逮捕
primarily: 主要地
jane: 简
premise: 前提
coat: 外套
involvement: 卷入
manufacturing: 制造业
funding: 债务转期
partnership: 合伙
analyse: 分析
therapy: 治疗
glasgow: 格拉斯哥
schedule: 时间表
spokesman: 发言人
sad: 悲伤的
communist: 共产主义者
pollution: 污染
constitution: 构成
implement: 工具
purchase: 购买
gene: 基因
unix: UNIX操作系统
steel: 钢
heavily: 很重地
regarding: 关于
remaining: 剩余的
visual: 视觉的
inch: 英寸
violent: 暴力的
chip: 屑片
depth: 深度
silent: 沉默的
assist: 帮助
self: 自己
bike: 自行车
saving: 存款
perceive: 感觉
port: 港口
command: 命令
dear: 亲爱的人
calculate: 计算
layer: 层
delivery: 递送
string: 线
quietly: 安静地
holder: 持有人
resolve: 决定
slide: 滑
boot: 长靴
wedding: 婚礼
framework: 结构
portion: 部分
rose: 玫瑰
advertising: 广告业
opponent: 对手
poem: 诗
obligation: 义务
extensive: 广的
glad: 高兴的
transform: 使转换
agricultural: 农业的
net: 网
alcohol: 酒精
glance: 一瞥
protein: 蛋白质
bend: 变弯曲
unlike: 不像的
desert: 沙漠
efficient: 有效率的
maintenance: 维护
cop: 警官
cycle: 周期
arab: 阿拉伯人
italian: 意大利人
reckon: 计算
spanish: 西班牙人
occasionally: 有时候
sand: 沙
firmly: 坚固
print: 打印
restrict: 限制
recommendation: 推荐
preserve: 保护
ceo: 首席执行官
profession: 职业
load: 负荷
transition: 转变
participation: 参与
album: 粘贴簿
bob: 剪短
philip: 菲利普
restore: 回复
mode: 模态
gently: 温和地
bishop: 主教
lock: 锁
opposite: 相对的
stairs: 楼梯
approval: 赞成
cottage: 小屋
deserve: 该得到
consistent: 一致的
principal: 校长
resistance: 抵抗力
restriction: 限制
boss: 老板
discovery: 发现
wilson: 威尔逊
exposure: 暴露
protest: 抗议
pose: 姿势
specify: 详列
export: 输出品
stream: 水流
pot: 盆
reputation: 名誉
valuable: 有价值的
slight: 轻蔑
hello: 你好
regularly: 有规则地
habit: 习惯
tale: 故事
knife: 小刀
coalition: 结合体
friendly: 友好的
abroad: 往国外
racial: 人种的
silver: 银
convert: 皈依者
joke: 笑话
mexican: 墨西哥人
countryside: 乡下地方
symptom: 症状
sudden: 突然
empire: 帝国
autumn: 秋天
philosophy: 哲学
conventional: 传统的
potato: 马铃薯
trading: 交易
relative: 亲戚
recovery: 恢复
online: 联机
thursday: 星期四
submit: 使服从
seventy: 七十
urge: 冲动
dust: 灰尘
voluntary: 自动的
breathe: 呼吸
distinguish: 区别
investigator: 调查者
inspector: 检查员
jacket: 夹克
creature: 人
proposed: 被提议的
constitute: 构成
pack: 包裹
recession: 后退
agriculture: 农业
suicide: 自杀
input: 输入
numerous: 很多的
shareholder: 股东
plaintiff: 原告
substance: 物质
shortly: 不久
keen: 锋利的
arrival: 到达
passion: 激情
volunteer: 志愿者
worried: 担心的
essentially: 本质上
enforcement: 执行
initially: 最初
sauce: 酱油
illness: 疾病
vs: 对
margaret: 玛格利特
priest: 祭司
amazing: 令人惊异的
intense: 非常的
electricity: 电
penalty: 处罚
eleven: 十一
inspire: 使感动
adjust: 调整
retire: 隐居
uncle: 叔父
kiss: 吻
temporary: 暂时的
visible: 看得见的
cap: 盖子
efficiency: 效率
competitive: 竞争的
frank: 坦白的
drama: 戏剧
cake: 蛋糕
congressional: 会议的
juice: 汁
wealth: 财富
peak: 山峰
presentation: 赠与
whenever: 每当
pale: 栅栏
analyze: 分析
laboratory: 实验室
disaster: 灾祸
th: 钍
parking: 停车
owe: 亏欠
mood: 心情
gradually: 逐渐地
bay: 海湾
enhance: 提高
mystery: 秘密
poverty: 贫穷
promotion: 晋级
possession: 拥有
spending: 经费
evaluate: 评估
dollar: 美元
symbol: 符号
certificate: 证书
maker: 制造者
wet: 湿气
custom: 习惯
accomplish: 完成
angle: 角
tuesday: 星期二
lewis: 吊楔
monitor: 监督器
entertainment: 娱乐
lee: 背风处
asian: 亚洲人
bean: 豆子
alliance: 联盟
evaluation: 评估
armed: 有扶手的
commander: 司令官
dependent: 依赖他人者
digital: 数字显示的
subsequently: 后来
taylor: 泰勒
bid: 出价
expansion: 扩充
psychological: 心理学的
radical: 激进分子
anger: 忿怒
statutory: 法令的
chancellor: 大臣
approximately: 大约
ratio: 比
pc: 个人计算机
missile: 发射物
disorder: 杂乱
oct: 十月
lifespan: 预期生命期限
false: 错误的
wire: 电线
sensitive: 敏感的
transportation: 运输
holy: 神圣的
twin: 双胞胎中一人
tendency: 趋向
fixed: 固定的
chamber: 室
honour: 荣誉
elizabeth: 伊丽莎白
deposit: 存款
luck: 运气
rent: 租金
pure: 纯的
acceptable: 可接受的
clinic: 诊所
veteran: 老手
smell: 味道
tablespoon: 大汤匙
phenomenon: 现象
nervous: 神经紧张的
cambridge: 剑桥
tourist: 观光客
festival: 节日的
qualification: 资格
toss: 投掷
adequate: 适当的
bury: 埋葬
pray: 祈祷
tomato: 番茄
butter: 奶油
rapid: 迅速的
deficit: 赤字
awareness: 意识
bathroom: 浴室
frequency: 频率
belfast: 贝尔法斯特
electronic: 电子的
ally: 同盟者
luke: 卢克
ai: 附加信息
mixture: 混合
middlesbrough: 米德尔斯布勒[英国英格兰东北部港市]
smoke: 烟
confront: 使面对
resist: 抵抗
surprising: 令人惊讶的
fifth: 第五
toy: 玩具
absolute: 绝对的
dimension: 尺寸
fellow: 男人
routine: 常规
rough: 粗糙的东西
smooth: 平滑的
nearby: 附近的
remarkable: 不平常的
peer: 同等的人
precisely: 精确地
personnel: 人员
designer: 设计者
maximum: 极点
furniture: 家具
brilliant: 光辉的
educator: 教育家
belt: 带子
register: 寄存器
immigration: 移民
teaspoon: 茶匙
birthday: 生日
retirement: 退休
duke: 公爵
recording: 记录的
pipe: 管
adam: 亚当
mere: 小湖
teenager: 十三岁到十九岁的少年
instance: 建议
comprehensive: 广泛的
flag: 标志
apple: 苹果
whisper: 耳语
landlord: 房东
administrative: 管理的
corn: 玉蜀黍
throat: 咽喉
dealer: 经销商
moon: 月亮
breach: 裂口
junior: 年少者
wooden: 木制的
swing: 摇摆
lad: 青年
salary: 薪水
cheek: 颊
observer: 观察者
sarah: 萨拉
equation: 相等
dig: 挖
eh: 啊!嗯!是吗?好吗?
crop: 农作物
pace: 速度
overcome: 战胜
behave: 举止端正
rank: 等级
entrance: 入口
anxiety: 焦虑
permission: 许可
electric: 电的
literally: 逐字地
enquiry: 询问
embrace: 拥抱
reserve: 储备品
viewer: 观察者
pan: 平锅
consultant: 顾问
allowance: 津贴
rome: 罗马
mortgage: 抵押
administrator: 管理人
carpet: 地毯
mail: 邮件
judgement: 审判
mayor: 市长
scope: 范围
pink: 粉红色
policeman: 警察
platform: 站台
curtain: 帐
historic: 历史上著名的
buck: 元
grandmother: 祖母
paragraph: 段落
cricket: 蟋蟀
constantly: 不变地
successfully: 成功
continuing: 继续的
favor: 好意
journal: 日记
testing: 测试
detect: 发现
consent: 同意
stomach: 胃
comprise: 包含
weigh: 称...重量
birmingham: 伯明翰
install: 安装
curve: 曲线
darkness: 黑暗
recipe: 食谱
tim: 蒂姆
infection: 传染
elementary: 初步的
literary: 文学的
thatcher: 盖屋顶者
aggressive: 侵略的
nigel: 奈杰尔
concert: 音乐会
guitar: 吉他
disk: 圆盘
dna: 脱氧核糖核酸
extreme: 极端
nov: 十一月
tube: 管
longer: 比较久
presumably: 推测上
quit: 离开
genuine: 真正的
guarantee: 担保
greatly: 很
latin: 拉丁人
favourite: 喜欢的事物
jail: 监牢
briefly: 简短地
delay: 耽搁
honest: 诚实的
diversity: 差异
palestinian: 巴勒斯坦的
sake: 目的
relax: 放松
essay: 随笔
edition: 版本
respondent: 回答的
circuit: 电路
giant: 巨人
exciting: 令人兴奋的
negotiate: 商议
historian: 历史学家
clock: 时钟
written: 书面的
